id,gene_name,chromosome,start,end,strand,gene_type,normal_1,normal_2,normal_3,normal_4,normal_5,normal_6,normal_7,normal_8,tumoral_1,tumoral_2,tumoral_3,tumoral_4,tumoral_5,tumoral_6,tumoral_7,tumoral_8,tumoral_9,tumoral_10,tumoral_11,tumoral_12,tumoral_13,tumoral_14,tumoral_15,tumoral_16,Mean_normal,Mean_tumoral,Median_normal,Median_tumoral,FoldChange,log2FoldChange,pvalue,padj
ENSG00000221818.8_3,EBF2,chr8,25699246,25902913,-,protein_coding_gene,187.6149074276,94.4473809502,40.9533787475,203.3972800875,76.1683655116,55.0920809067,57.640925252,125.4083892565,642.4957577958,360.4534994652,1977.2895965922,597.8766731437,1765.5817364303,607.8907688128,2742.9499512962,1043.7124679565,352.8086896164,599.0539017265,1482.2576825115,487.9985838913,301.9422909952,1200.6490136645,101.4172191379,990.0115266089,105.0903385174,953.3993349778,85.3078732309,625.1932633043,9.0692188087,3.1809782873,1.08E-13,1.09E-10
ENSG00000260209.1_3,AP000842.3,chr11,125742926,125744423,-,lncRNA,1.5315502647,17.1722510819,14.2446534774,5.0097852238,16.4688357863,12.7135571323,15.4395335497,5.4525386633,109.2242788253,47.6907706985,49.4065073589,52.4644978261,63.4815905233,101.4777527392,42.3785237744,28.820462626,66.9315520494,27.7911603894,91.8493008394,97.5997167783,69.5926469952,28.3532010493,145.0375284445,56.1231024155,11.0040881474,67.3889120833,13.4791053048,59.8023464694,6.1528316462,2.6212505181,1.14E-13,1.13E-10
ENSG00000203635.2_3,AC144450.1,chr2,1624282,1629191,-,lncRNA,13.7839523824,115.435687828,16.9155260044,72.1409072231,17.4981380229,68.8651011334,44.2599961757,23.9911701186,1007.6475134764,844.0157325938,3917.5243126651,1555.3537584707,694.329896349,1348.4832142845,428.0230901212,593.9073905433,377.7662174992,87.4906901147,423.3513751333,98.7088044689,574.7005687344,407.8498920168,22.900662386,850.8262326185,46.6113098611,827.0549594672,34.1255831472,584.3039796388,17.7518814768,4.1499000352,1.39E-13,1.28E-10
ENSG00000273294.1_3,C1QTNF3-AMACR,chr5,33987279,34124633,-,protein_coding_gene,2972.7390638121,6198.2286266015,6406.5329014496,19278.6554983406,8083.1104643613,5995.5016509793,4775.9623780258,5548.5033438008,39474.9393589726,153387.936706245,49723.5324477738,176697.149647321,60471.1744727387,30212.0736352323,106517.360043789,188566.111148614,370429.838734728,13434.4527926709,37662.4363005099,47223.8447806974,22260.6673420715,58967.0246284085,17432.8566143868,45085.9330944426,7407.4042409214,88596.7082342877,6096.8651387904,48473.6886142356,11.960608586,3.5802188943,1.39E-13,1.28E-10
ENSG00000166840.13_3,GLYATL1,chr11,58672871,58811000,+,protein_coding_gene,577.3944497976,875.7848051747,1900.7709483873,1395.7261633589,538.3250697645,1157.9931621347,1513.0742878659,1231.1832301791,11677.3603979383,9115.591729551,11197.7790324446,8863.2211015033,5642.9182576136,7434.2211357696,4849.1625828825,7058.9547389011,4917.767426003,5260.7637314849,8135.5254283716,1532.7591884949,2698.3987641357,3175.5585175212,1389.3068514155,9317.5574630161,1148.7815145829,6391.6778966904,1194.5881961569,6350.9364982573,5.5640135109,2.4761259231,1.50E-13,1.34E-10
ENSG00000128050.8_3,PAICS,chr4,57301907,57330745,+,protein_coding_gene,1932.8164340705,2588.2398436155,2773.2559738765,2842.5521360008,1787.8979850498,2546.9492788398,2509.4388529368,2271.5276071417,5612.2004443461,3936.1522141594,5671.4553239056,5082.4982269072,3218.7150195036,3963.4868425641,5170.1799004734,5379.1334886989,4597.8572958686,5501.6204548595,4983.0885053094,4823.422366689,3258.5073262421,3263.8896438671,5635.7439624141,5580.8813041942,2406.5847639414,4729.9270200002,2528.1940658883,5032.7933661083,1.9654498347,0.9748595415,3.42E-13,2.79E-10
ENSG00000166743.9_3,ACSM1,chr16,20634559,20710212,-,protein_coding_gene,342.3014841638,1642.8120201644,629.4356255315,2767.4053576434,1108.558508865,771.2891326936,252.1790479777,814.6092763009,10146.0788418583,17147.6047853252,20334.8949871288,21039.356638653,32066.1384131009,3509.7641981052,7038.0133358288,21192.3037502529,10228.0486996178,590.8194838334,31724.959657743,398.1624809477,18989.812933298,19009.7307958208,3983.6247474262,39865.3621077557,1041.0738066675,16079.0422410435,792.9492044973,18068.7088593116,15.4449760557,3.9490657292,3.66E-13,2.94E-10
ENSG00000144355.14_3,DLX1,chr2,172949468,172954405,+,protein_coding_gene,8.4235264559,5.724083694,0.8902908423,63.1232938203,1.0293022366,9.5351678492,3.0879067099,4.3620309307,207.7402950206,128.6541721168,420.9846147872,397.8557751816,333.2783502475,615.6967497927,22.2487249815,659.7827336885,174.7026951798,9.2637201298,5.2786954505,332.7263071986,661.1301464542,604.1412838966,558.3399591246,354.6980072658,12.0219503174,342.9076394073,5.0430573123,343.9881787566,28.5460281896,4.8352181221,3.92E-13,3.06E-10
ENSG00000255545.7_3,AP004608.1,chr11,134306367,134375555,+,lncRNA,68.1539867798,641.0973737227,105.0543193956,300.5871134298,400.3985700543,180.1087260411,286.1460217869,173.3907294938,2211.2562330805,895.0337663642,5821.7334504556,1690.8870445216,2925.1126633332,2657.9365236693,4682.8268770681,2805.8778970902,258.650743513,3156.8699597856,7214.9209417975,561.198371475,441.1275849856,2240.9933906271,2480.9050918135,2065.3301688893,269.367105088,2631.9162942793,233.127373914,2360.9492412203,9.7720823475,3.288666021,5.72E-13,4.23E-10
ENSG00000228613.1_4,AC141930.1,chr2,1550437,1623885,-,as_lncRNA,98.7849920741,476.052960547,103.273737711,288.5636288926,113.2232460308,262.7468474011,171.8934735195,59.9779252966,2123.448479515,2650.7195806822,10070.6930833199,2260.3454480095,2788.2304837672,2311.5461176845,1094.4253764732,2812.05371051,1359.0508365286,483.7720512224,2395.4719954549,298.3445887881,1485.0172899133,1059.9735161506,131.9514356525,3397.6926202325,196.8146014341,2295.171038369,142.5583597751,2191.8969637623,11.6622336623,3.5437722286,8.01E-13,5.35E-10
ENSG00000234949.2_3,AC104667.2,chr2,238499663,238504624,+,as_lncRNA,19.1443783089,30.5284463677,16.025235162,44.0861099697,4.1172089466,36.0217452082,43.230693939,33.8057397126,363.0101031546,201.8539597005,136.8971974736,157.3934934784,62.4896906714,365.9053584347,441.7961103478,338.6404358557,81.679182162,28.820462626,83.4033881185,199.6357843192,276.1256638841,480.9139101054,105.7792500685,297.452442802,28.3699447019,226.3622770751,32.1670930402,200.7448720098,7.9900629973,2.9982068781,9.05E-13,5.84E-10
ENSG00000280927.1_3,CTBP1-AS,chr4,1203908,1212379,+,as_lncRNA,22.9732539707,77.2751298684,40.9533787475,288.5636288926,36.0255782825,29.6649666421,60.728831962,7.6335541287,53.5413131496,497.9803731072,1561.4514929882,628.4809635423,243.0154637222,759.1316502991,384.5851032524,1158.9943184606,663.6433550662,703.0134276275,1211.9884754439,801.8704003486,310.9219873817,593.2362065699,1031.6203151013,1688.1829206573,70.4772903118,768.2286104199,38.489478515,683.3283913468,10.9026934005,3.4466126772,1.28E-12,7.64E-10
ENSG00000173457.10_3,PPP1R14B,chr11,64011952,64014413,-,protein_coding_gene,160.8127777951,180.3086363595,178.0581684672,207.4051082665,101.9009214277,219.3088605324,260.4134658708,194.1103764144,502.2175173437,432.5441993582,489.9478646423,326.810101042,323.3593517283,751.3256693192,644.1535613705,793.5920244521,372.0940520713,314.9664844129,363.1742469971,414.7987963076,799.1929783963,784.0750597863,715.3730726284,529.802086802,187.7897893917,534.8391916661,187.209506387,496.082690993,2.8489459609,1.5104282567,1.32E-12,7.77E-10
ENSG00000254244.1_2,PAICSP4,chr8,4644854,4646106,+,pseudogene,567.439373077,821.4060100822,854.6792086425,887.7339416626,483.7720512224,800.9540993356,784.3283043223,709.9205339651,1875.0167865007,1314.2689134345,1774.5170559734,1678.8639304364,907.5883645133,1273.3506473526,1706.7950450128,1869.2128617446,1491.7795075419,1397.7924373619,1490.7035952324,1649.2133960144,1168.4829922901,1062.154531616,1750.2649109277,1980.0230532177,738.7791902887,1524.3767518231,792.641201829,1570.4964517781,2.0634830229,1.0450815687,1.44E-12,8.24E-10
ENSG00000211695.2_3,TRGV9,chr7,38356618,38358462,-,protein_coding_gene,114.1004947213,1269.7925661085,308.9309222906,1104.156663332,115.2818505041,555.1586614443,225.4171898249,199.5629150777,3807.858191203,3349.4448257992,5876.2864689977,2035.1853115056,970.0780551848,4042.522399986,19994.1875167486,12004.751985973,2285.8826674501,2890.2806804949,7267.7078963029,2086.1939461352,1572.5693296814,30970.4196076933,2342.410609765,10323.2834583013,486.5501579129,6988.6914344514,267.1740560578,3578.6515085011,14.3640730811,3.8443929931,3.19E-12,1.70E-09
ENSG00000088727.12_3,KIF9,chr3,47269516,47324941,-,protein_coding_gene,232.7956402367,262.3538359728,194.0834036292,276.5401443554,153.3660332599,192.8222831734,200.7139361455,206.1059614737,549.3338729154,481.3440577473,484.8013534591,401.1348062957,448.3387330711,632.2844593751,709.8402732207,731.8338902535,398.1860130397,313.9371821763,270.2692070676,379.3079902064,480.4137566764,527.80574261,461.2847709174,427.6580404059,214.8476547808,481.1108843398,203.4099488096,470.8492637969,2.2388569745,1.1627623671,3.48E-12,1.79E-09
ENSG00000234753.5_3,FOXP4-AS1,chr6,41462591,41516359,-,as_lncRNA,70.4513121769,69.6430182764,65.8815223329,112.2191890138,110.1353393209,65.6867118503,128.6627795804,55.6158943659,201.3153374427,224.0357135137,408.6329879475,155.2074727357,317.4079526167,330.7784440249,240.4981224196,270.7064882372,262.0540427697,337.6111336191,168.9182544173,196.3085212472,142.5526801353,213.7395156024,280.260487295,117.8585150725,84.7869708647,241.7428543185,70.0471652267,232.2669179666,2.8539973486,1.5129839945,5.26E-12,2.51E-09
ENSG00000169562.9_3,GJB1,chrX,70435044,70445366,+,protein_coding_gene,366.0405132669,509.4434487618,437.132803587,802.5675928575,331.4353201992,612.3696685397,693.7497074977,179.9337758898,3049.713197004,2652.9377560635,3878.4108276727,3166.4510458818,1784.4278336169,4451.3606538103,6776.3259515221,2685.4495354029,429.950139436,1074.5915350558,2204.3832201453,1561.5954684521,3606.470561218,5786.2340295219,589.9646833719,2656.8676683483,491.5841038249,2897.1958816577,473.2881261744,2671.1586018756,5.8937540633,2.5591868604,5.78E-12,2.72E-09
ENSG00000123500.9_3,COL10A1,chr6,116440086,116479910,-,protein_coding_gene,19.9101534413,17.1722510819,24.9281435854,24.0469690744,16.4688357863,84.7570475487,74.1097610383,13.086092792,49.2580080977,73.1997875837,48.3772051222,163.9515557067,647.7106033084,355.1721345872,786.1216160146,410.6915924208,906.412035381,64.8460409085,259.7118161665,273.9446595935,2281.965344213,1018.5342223094,185.3863145531,526.4347006571,34.3099067935,503.232352289,21.9785612578,314.5583970904,14.6797310541,3.8757536318,6.50E-12,3.00E-09
ENSG00000248663.6_2,LINC00992,chr5,116751205,116881993,+,lncRNA,222.8405635161,237.549473299,710.4520921841,478.9354673981,96.7544102445,424.8447008381,172.9227757561,121.0463583258,1840.7503460849,654.3617374906,2299.4611966616,1697.4451067499,1587.0397630834,1629.4985295623,1795.789944939,2631.9258190974,1455.4776488032,1466.755687217,1299.6148199229,1133.4876198566,1167.3605302418,347.8719667202,2785.1567492271,846.3363844253,308.1682301952,1539.8958656302,230.1950184075,1526.8977251502,4.9961127021,2.3208060216,7.36E-12,3.37E-09
ENSG00000261373.1_3,VPS9D1-AS1,chr16,89778264,89784573,+,as_lncRNA,22.2074788384,30.5284463677,40.0630879051,19.0371838506,9.2637201298,23.3081880759,59.6995297253,18.5386314553,87.8077535654,64.3270860584,151.3074287866,45.9064355979,157.7120764564,81.9628002894,262.7468474011,102.9302236643,142.9385687835,133.8092907637,96.0722571998,82.072489109,66.2252608503,136.3134665832,154.8520980385,86.4295777198,27.8307832935,115.8383538042,22.7578334571,99.5012404321,4.1607077835,2.056828968,8.05E-12,3.63E-09
ENSG00000245750.7_2,DRAIC,chr15,69755365,69863779,+,lncRNA,359.9143122081,709.7863780501,620.5327171082,501.9804794277,261.4427681074,627.2021518607,444.65856623,496.1810183627,4610.9778884477,961.579027804,3759.011768222,5180.8691603312,2035.3784961545,2883.3342244651,1180.2418871163,995.3352628343,2493.4839221118,1923.7658802867,846.7027502666,1889.8854248881,2110.2286508216,1209.3730755258,1546.3399649193,1321.1378308601,502.7122989194,2184.2278259409,499.0807488952,1906.8256525874,4.344985162,2.1193512503,8.34E-12,3.70E-09
ENSG00000278041.1_3,AL133325.3,chr20,21479899,21483572,-,lncRNA,0.7657751324,3.816055796,2.670872527,1.0019570448,1.0293022366,2.1189261887,1.0293022366,1.0905077327,9.6374363669,45.4725953171,66.9046453818,17.488165942,18.8460971866,65.375090707,20.1297987928,7.2051156565,14.7476301126,40.1427872291,7.3901736308,13.3090522879,16.8369307246,9.814569594,28.3532010493,6.7347722899,1.6903373618,24.2742538918,1.0599049847,17.1625483333,14.3637915283,3.8443647143,1.11E-11,4.79E-09
ENSG00000119547.5_3,ONECUT2,chr18,55102917,55158529,+,protein_coding_gene,98.7849920741,70.5970322254,347.213428511,115.2250601481,47.3479028856,113.3625510964,76.1683655116,66.5209716926,311.610442531,1256.5963535201,174.9813802294,2780.6183847854,834.1877754707,2206.1653744553,1075.3550407747,378.7832230848,2137.2719332387,1568.6566086447,174.1969498678,2121.6847522364,572.4556446378,714.2825648957,4888.7461655384,145.9200662802,116.9025380181,1333.8445412619,87.4766787929,954.7714081227,11.4057470526,3.5116890381,1.18E-11,5.01E-09
ENSG00000072571.19_4,HMMR,chr5,162887209,162918951,+,protein_coding_gene,44.4149576767,69.6430182764,42.7339604321,115.2250601481,87.4906901147,68.8651011334,157.4832422065,63.2494484946,323.3895314239,216.2720996791,193.508820489,252.4853957883,154.7363769006,478.1163350213,595.4182590299,792.5627222155,308.5657992786,305.7027642831,172.0854716876,184.1085566499,689.191697662,693.5629179751,596.5077297679,191.9410102609,81.1381848103,384.259718007,69.2540597049,307.1342817809,4.7401686007,2.2449383746,1.31E-11,5.38E-09
ENSG00000179967.11_2,PPP1R14BP3,chr4,140036084,140036528,-,pseudogene,338.472608502,353.9391750761,442.474548641,455.8904553685,190.420913779,441.7961103478,521.8562339783,422.0264925415,979.8060306386,924.9791340121,918.137595086,797.8975711059,612.0022086391,1561.1961959878,1260.7610822876,1843.4803058285,738.5159387146,606.259017383,822.4207511941,862.870223335,1678.0807622225,1527.801333464,1353.3200962376,1060.7266356524,395.8595672793,1096.7659301118,431.9113014446,952.3925823253,2.770844318,1.4703256542,1.52E-11,6.00E-09
ENSG00000171208.9_3,NETO2,chr16,47111614,47177908,-,protein_coding_gene,208.2908360013,134.5159668079,86.3582117066,175.342482834,220.2706786417,146.2059070216,182.1864958859,383.8587218982,916.627281122,440.3078131928,1586.1547466676,831.7808926186,946.2724587385,1893.9261352578,697.1267160884,223.3585853516,1258.0862919117,1140.466878201,505.6990241617,779.6886465354,498.3731494494,382.7682141655,861.5011088056,491.6383771595,192.1286625996,840.8610199642,178.76448936,805.734769577,4.3782601838,2.1303576911,1.63E-11,6.32E-09
ENSG00000267968.1_3,AC011523.1,chr19,51333786,51354345,+,as_lncRNA,19.1443783089,26.7123905718,42.7339604321,37.0724106563,24.7032536794,14.832483321,34.9962760459,94.8741727419,130.6408040851,545.6711438057,521.8562339783,337.7402047558,347.1649481745,731.8107168693,314.6605390247,334.5232269091,122.518773243,74.1097610383,72.8459972174,63.2179983677,178.4714656812,67.6114794252,193.0198686818,319.9016837682,36.8836657197,272.2353028141,30.8543333088,253.8402038532,7.3924730545,2.8860570797,1.77E-11,6.75E-09
ENSG00000128059.8_3,PPAT,chr4,57259528,57301781,-,protein_coding_gene,706.810447166,980.7263395639,978.4296357272,971.8983334229,731.8338902535,834.8569183551,775.0645841926,543.0728508673,1452.0404126185,1257.7054412107,1810.5426342559,1658.0967333803,1520.5824730043,1354.3377000195,3071.3835105476,2754.412785258,2197.3968867746,1728.1984553244,1755.6941068495,1712.4313943821,1290.8313555558,1406.7549751382,2165.7483570732,2876.8702298169,815.3366249436,1875.8142157006,804.9607512738,1720.3149248533,2.3005009288,1.2019480389,1.90E-11,7.20E-09
ENSG00000183010.16_3,PYCR1,chr17,79890260,79900288,-,protein_coding_gene,888.2991535348,1724.8572197777,1077.2519192265,1996.9003902184,540.3836742378,1384.7182643276,1691.1435748053,1309.699786931,3093.6170737867,2821.5190850441,4376.5931102081,3084.4752680284,1764.5898365784,3927.3841805319,6157.5995044162,3913.4071037186,2808.8563199039,3370.9648250074,4008.6413251398,2455.5201471257,3269.7319467252,6305.3157102705,4073.0463815047,4703.1159824163,1326.6567478824,3758.3986125254,1347.2090256293,3642.185964363,2.8331420938,1.5024029607,2.93E-11,1.02E-08
ENSG00000069482.6_3,GAL,chr11,68451247,68458643,+,protein_coding_gene,6.1262010589,7.6321115919,2.670872527,10.0195704477,3.0879067099,5.2973154718,4.1172089466,15.2671082573,51.3996606237,29.9453676479,46.318600649,25.1392385417,27.773195854,37.0784096547,52.973154718,60.728831962,23.8230947972,18.5274402596,15.8360863516,9.981789216,17.959392773,51.2538634353,68.7019871579,34.7963234976,6.7772868764,35.7647773212,5.7117582653,32.3708455727,5.3204695653,2.4115535784,2.98E-11,1.03E-08
ENSG00000138028.15_3,CGREF1,chr2,27321757,27341983,-,protein_coding_gene,119.4609206478,243.273556993,251.0620175387,375.7338917872,82.3441789315,244.735974797,251.149745741,67.6114794252,890.9274508101,570.0710730003,951.0752666586,375.995567754,467.1848302577,356.1478822097,1534.1025606323,1503.8105677361,940.4450279484,671.1050582916,941.7192683763,731.9978758369,400.7189512464,1552.8830113153,1498.3576246821,1514.2013031693,204.4214707327,931.2964574953,244.004765895,915.6862393793,4.5557516185,2.1876890929,3.13E-11,1.06E-08
ENSG00000178750.2_3,STX19,chr3,93733213,93747454,-,protein_coding_gene,219.0116878543,401.6398725257,845.7763002192,388.7593333692,148.2195220767,531.8504733684,352.0213649321,512.5386343527,1515.219162135,1305.3962119092,2873.8118447086,1819.8622683442,1393.6192919577,1363.1194286219,1610.3839034261,1684.9677613854,1115.1477231283,545.5301854211,1607.8906342344,1690.2496405689,1615.2228875172,1799.3377588977,524.534219412,1646.6518248699,424.9771485873,1506.9340466586,395.1996029474,1609.1372688302,3.5460211666,1.8262011479,3.16E-11,1.07E-08
